TIPO,NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-BANCAS-JULGADORAS_Id
"","Outra","Concurso de Trabalhos de Iniciação Científica","2004","Brasil","Português","www.sbc2004.ufba.br/ctic_04.html","","","",0
