PALAVRA-CHAVE-1,PALAVRA-CHAVE-2,PALAVRA-CHAVE-3,PALAVRA-CHAVE-4,PALAVRA-CHAVE-5,PALAVRA-CHAVE-6,TRABALHO-EM-EVENTOS_Id
"Algoritmos Distribuídos","Tolerância a Falhas","","","","",12
