CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"NACIONAL","Workshop em Sistemas Computacionais de Alto Desempenho","Foz do Iguaçu","2004","Anais do Quinto Workshop em Sistemas Computacionais de Alto Desempenho","","","","","","","","","",15
"INTERNACIONAL","25th IEEE International Conference on Distributed Computing Systems (ICDCS&apos;05)","Columbus","","25th IEEE International Conference on Distributed Computing Systems (ICDCS&apos;05)","","","","167","176","0769523315","IEEE","","",16
"NAO_INFORMADO","Symposium on Principles of Distributed Computing","St.John's,Newfoundland, Canadá","2004","Proceedings of the Symposium on Principles of Distributed Computing","","","","392","392","1581138024","","","",17
"NACIONAL","I Workshop de Redes Peer-to-Peer","Fortaleza","2005","Anais do I Workshop de Redes Peer-to-Peer","1","","","73","84","","","","",18
"INTERNACIONAL","25th IEEE Symposium on Reliable Distributed Systems","Leeds - Inglaterra","2006","Proceedings of the 25th IEEE Symposium on Reliable Distributed Systems","","","","411","","","","","",19
"NACIONAL","V Workshop de Testes e Tolerância a Falhas","Gramado","2004","Anais do V Workshop de Testes e Tolerância a Falhas","1","","","153","164","","","","",20
"INTERNACIONAL","4rd IEEE International Workshop on Modelling Autonomic Communications Environments - MACE'09","Veneza","2009","4rd IEEE International Workshop on Modelling Autonomic Communications Environments - MACE'09","","","","","","","","","",21
"INTERNACIONAL","2010 IEEE International Symposium on Reliable Distributed Systems (SRDS)","New Delhi","","2010 29th IEEE Symposium on Reliable Distributed Systems","","","","275","7","9780769542508","IEEE","","",22
"NACIONAL","VIII Workshop de Sistemas Operacionais","Florianópolis","2011","VIII Workshop de Sistemas Operacionais","","","","1","9","","","","",23
"NACIONAL","II Workshop de Sistemas Distribuídos Autonômicos","Ouro Preto","2012","Anais do XXVIII Simpósio Brasileiro de Redes de Computadores","","","","","","","","","",24
"INTERNACIONAL","2012 IEEE 31st International Symposium on Reliable Distributed Systems (SRDS)","Irvine","","2012 IEEE 31st Symposium on Reliable Distributed Systems","","","","131","10","9781467323970","","","",25
"INTERNACIONAL","International Conference on New Technologies, Mobility and Security","Paris","","Integrating OpenFlow to LTE: some issues toward Software-Defined Mobile Networks. In: International Conference on New Technologies, Mobility and Security","","","","","","","","","",26
"INTERNACIONAL","the Workshop","Seattle","","Proceedings of the Workshop on ns-3 - WNS3 '16","","","","33","","9781450342162","","","",27
"NACIONAL","Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC)","Salvador","2016","Anais do XXXIV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,","","","","879","892","","","","",28
"NACIONAL","Salão de Ferramentas do Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC)","Salvador","2016","Anais do XXXIV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,","","","","1213","1220","","","","",29
"NAO_INFORMADO","2016 IEEE Symposium on Computers and Communication (ISCC)","Messina","2016","2016 IEEE Symposium on Computers and Communication (ISCC)","","","","1233","","9781509006793","","","",30
"NACIONAL","XV Workshop em Desempenho de Sistemas Computacionais e de Comunicação","Porto Alegre","2016","Anais do XV Workshop em Desempenho de Sistemas Computacionais e de Comunicação","","","","1","12","","","","",31
"NACIONAL","II Workshop de Testes e Tolerância a Falhas","Curitiba, Paraná","2000","Anais do II Workshop de Testes e Tolerância a Falhas","","","","16","21","","","","",32
