NOME-DO-EVENTO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,LOCAL-DO-EVENTO,CIDADE-DO-EVENTO,NOME-DO-EVENTO-INGLES,PARTICIPACAO-EM-CONGRESSO_Id
"XXIX Conferencia Latino America de Informatica","","","","La Paz, Bolivia","",0
"Fórum Internacional de Software Livre","","","","Porto Alegre","",1
"Fórum Internacional de Software Livre","","","","Porto Alegre","",2
