PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"33",0
1,"45",0
2,"58",0
3,"59",0
4,"84",0
5,"88",0
6,"93",0
7,"94",0
8,"109",0
9,"110",0
10,"114",0
11,"124",0
12,"129",0
13,"132",0
14,"134",0
15,"154",0
16,"117",0
