ENSINO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,TIPO-ENSINO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,NOME-CURSO-INGLES,ATIVIDADES-DE-ENSINO_Id
0,"1","ANTERIOR","GRADUACAO","03","2002","02","2012","","","90000001","Engenharia de Computação","",0
1,"11","ATUAL","GRADUACAO","03","2012","","","","","90000001","Engenharia de Computação","",0
2,"5","ATUAL","POS-GRADUACAO","03","2002","","","","","33070059","Ciência da Computação","Computer Science",0
