NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-CONGRESSO_Id
"Congresso","Participação no comitê de programa do CLEI 2003","2003","Brasil","","NAO_INFORMADO","","NAO","","","","","NAO",0
"Congresso","A busca pelo Happy Hacking na formação acadêmica dos alunos de computação","2015","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","","SIM",1
"Congresso","","2016","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",2
