NOME-DO-PREMIO-OU-TITULO,NOME-DA-ENTIDADE-PROMOTORA,ANO-DA-PREMIACAO,NOME-DO-PREMIO-OU-TITULO-INGLES,PREMIOS-TITULOS_Id
"Prêmio de Excelência Didática","Instituto de Computação","2009","",0
"Mérito Científico pela orientação de Vítor M. Eichemberger","XXIII Congresso de Iniciação Científica da UNICAMP","2015","",0
"Melhor ferramenta do Salão de Ferramentas do SBRC 16 (OFSwitch13)","SBC e LARC","2016","",0
"Professora Homenageada","Formandos dos cursos de Engenharia e Ciência da Computação","2016","",0
