SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADE-DE-EXTENSAO-REALIZADA,ATIVIDADES-DE-EXTENSAO-UNIVERSITARIA_Id
"10","ATUAL","06","2016","","","007901000997","Instituto de Computação","","","Disciplina INF550 - Computação em Nuvens I (50% da carga horária)",0
