PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"20",0
1,"22",0
2,"32",0
3,"40",0
4,"43",0
5,"50",0
6,"56",0
7,"57",0
8,"60",0
9,"62",0
10,"64",0
11,"65",0
12,"67",0
13,"82",0
14,"83",0
15,"85",0
16,"92",0
17,"107",0
18,"118",0
19,"121",0
20,"122",0
21,"123",0
22,"130",0
23,"133",0
24,"135",0
25,"138",0
26,"139",0
27,"61",0
