SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,FORMATO-CARGO-OU-FUNCAO,CARGO-OU-FUNCAO,NOME-UNIDADE,CARGO-OU-FUNCAO-INGLES,ATIVIDADES-DE-DIRECAO-E-ADMINISTRACAO_Id
"3","ANTERIOR","07","2007","06","2008","007901000997","Instituto de Computação","","LIVRE","Coordenadora Associada do Curso de Engenharia de Computação","","",0
"4","ANTERIOR","07","2005","06","2007","007901000997","Instituto de Computação","","LIVRE","Coordenadora do Curso de Ciência da Computação","","",0
"7","ANTERIOR","05","2004","04","2005","007901000997","Instituto de Computação","","LIVRE","Coordenadora Associada do Curso de Engenharia de Computação","","",0
"8","ANTERIOR","05","2005","06","2005","007901000997","Instituto de Computação","","LIVRE","Coordenadora do Curso de Engenharia de Computação","","",0
"9","ANTERIOR","07","2008","06","2009","007901000997","Instituto de Computação","","LIVRE","Coordenadora do Curso de Engenharia de Computação","","",0
"6","ANTERIOR","07","2003","04","2004","007901000997","Instituto de Computação","","LIVRE","Coordenadora do Curso de Engenharia de Computação","","",0
