NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-DOUTORADO_Id
"Tese de doutorado","Abordagem cognitiva para escalonamento de recursos de rádio em redes LTE com múltiplas antenas","2010","Brasil","Português","","","",0
