TRABALHO-TECNICO_Id,SEQUENCIA-PRODUCAO,PRODUCAO-TECNICA_Id
0,"127",0
1,"128",0
2,"238",0
3,"249",0
4,"250",0
5,"251",0
6,"252",0
7,"253",0
8,"254",0
9,"255",0
10,"256",0
11,"277",0
12,"278",0
13,"279",0
14,"280",0
15,"282",0
16,"281",0
