NOME-DO-EVENTO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,LOCAL-DO-EVENTO,CIDADE-DO-EVENTO,NOME-DO-EVENTO-INGLES,PARTICIPACAO-EM-CONGRESSO_Id
"Political economy and the outlook for capitalism","","","","Paris","",0
"Conferencia internacional del 70 aniversario de la revista investigación económica","","","","México","",1
"Workshop on Financial Liberalization and Global Governance: The Role of International Entities","","","","","",2
