APRESENTACAO-DE-TRABALHO_Id,SEQUENCIA-PRODUCAO,DEMAIS-TIPOS-DE-PRODUCAO-TECNICA_Id
0,"20",0
1,"21",0
2,"22",0
3,"23",0
4,"24",0
5,"26",0
6,"71",0
7,"74",0
8,"95",0
9,"96",0
10,"99",0
11,"100",0
12,"101",0
13,"145",0
14,"156",0
15,"158",0
16,"162",0
17,"164",0
18,"168",0
19,"176",0
20,"192",0
21,"201",0
22,"203",0
23,"231",0
24,"233",0
25,"262",0
26,"265",0
27,"290",0
28,"319",0
29,"324",0
30,"341",0
31,"342",0
32,"25",0
