CODIGO-CURSO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,NIVEL-CURSO,INFORMACOES-ADICIONAIS-CURSOS_Id
"33070202","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"33090114","","","007100000000","Pontifícia Universidade Católica de São Paulo","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"60008342","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"60096837","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","GRADUACAO",0
"60195010","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","GRADUACAO",0
"90000001","","","000900000996","Universidade de Paris I Sorbonne","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000002","","","165500000000","Université de Paris X, Nanterre","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"90000003","","","001000000998","Institut Supérieur de Sciences Économiques","OUTROS","","","","ESPECIALIZACAO",0
"90000004","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000005","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","ESPECIALIZACAO",0
"90000006","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","OUTRO",0
"90000007","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"90000008","","","000100000991","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000009","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","DOUTORADO",0
"90000010","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","APERFEICOAMENTO",0
"90000011","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","APERFEICOAMENTO",0
"90000012","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","APERFEICOAMENTO",0
"90000013","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","DOUTORADO",0
