NATUREZA,TITULO,ANO,PAIS,IDIOMA,FLAG-RELEVANCIA,DOI,TITULO-INGLES,HOME-PAGE,MEIO-DE-DIVULGACAO,FLAG-DIVULGACAO-CIENTIFICA,PROGRAMA-DE-RADIO-OU-TV_Id
"ENTREVISTA","US$ 10 trilhões viraram pó","2012","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",0
"ENTREVISTA","Poupança pode ficar menor que inflação","2012","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",1
"ENTREVISTA","Só ocasionalmente poupança ficará menor que inflação, diz economista","2012","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",2
"ENTREVISTA","A trilionária perda das Bolsas na crise","2012","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",3
"ENTREVISTA","Alta nos preços dos grãos eleva inflação no Brasil","2012","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",4
"ENTREVISTA","Queda nos juros dos títulos públicos desestimula especulação","2012","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",5
"ENTREVISTA","Professora da Unicamp defende queda dos juros para conter desvalorização do dólar","2012","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",6
"ENTREVISTA","2012: só ocasionalmente poupança ficará menor que inflação","2012","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",7
