NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id
"Concurso público","Comissão Julgadora do Concurso Público para provimento de um cargo de Professor Doutor, na área de Matérias Básicas e Complementares e afins, nas disciplinas TT404, TT504 e TT601. Candidato: Antonio Carlos Zambon","2007","Brasil","Português","","","",0
"Concurso público","Participou como Presidente da Comissão Julgadora do Concurso de Provimento de cargos de Professor Doutor na Área de Economia Monetária e Financeira e na Área de Economia Internacional","2011","Brasil","Português","","","",1
"Concurso público","Participou como Membro da Comissão Julgadora do Processo Seletivo de Provas e Títulos para Professor Doutor, nas Áreas: Microeconomia, Disciplina CE 691-Microeconomia IV e Economia de Empresas, Disciplina CE 841 ? Finanças das Empresas, do Instituto de Economia/Unicamp, realizado nos dias 09 a 11 de dezembro de 2008.","2008","Brasil","Português","","","",2
