INSTITUICAO-PROMOTORA,DURACAO-EM-SEMANAS,FLAG-EVENTO-ITINERANTE,FLAG-CATALOGO,LOCAL,CIDADE,ORGANIZACAO-DE-EVENTO_Id
"BNDES, FAPESP, FAEPEX, Unicamp e Université Paris 13","1","N","","Instituto de Economia da Unicamp","Campinas- SP",0
