SEQUENCIA-FORMACAO,NIVEL,TITULO-DA-MONOGRAFIA,NOME-DO-ORIENTADOR,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,FLAG-BOLSA,CODIGO-AGENCIA-FINANCIADORA,NOME-AGENCIA,CARGA-HORARIA,TITULO-DA-MONOGRAFIA-INGLES,NOME-CURSO-INGLES,FORMACAO-ACADEMICA-TITULACAO_Id
"5","2","","","001000000998","Institut Supérieur de Sciences Économiques","","","90000003","Mercados Futuros","CONCLUIDO","1981","1982","NAO","","","","","",0
