PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"220",0
1,"222",0
2,"270",0
3,"274",0
4,"312",0
5,"313",0
6,"314",0
7,"326",0
8,"327",0
9,"328",0
10,"275",0
