NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-MESTRADO_Id
"Dissertação de mestrado","ACADEMICO","Risco Ambiental para as Instituições Financeiras","2005","Brasil","Português","","NAO","","",0
"Dissertação de mestrado","ACADEMICO","Desalavancagem e Política Fiscal em um Modelo de Consistência entre fluxos e Estoques","2013","Brasil","Português","","NAO","","",1
"Dissertação de mestrado","ACADEMICO","Instituições Financeiras em Crise: Risco Sistêmico e as Novas Perspectivas para a Resolução Bancária","2014","Brasil","Português","","NAO","","",2
