PARTICIPACAO-EM-PROJETO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADES-DE-PARTICIPACAO-EM-PROJETO_Id
0,"3","ANTERIOR","11","2004","","2005","007937000008","Instituto de Economia","007937002000","Centro de Estudos de Conjuntura",0
1,"5","ANTERIOR","03","1999","03","2003","007937000008","Instituto de Economia","","",0
2,"8","ATUAL","09","2006","","","007937000008","Instituto de Economia","","",0
3,"9","ANTERIOR","","2007","","2010","007937000008","Instituto de Economia","","",0
4,"23","ANTERIOR","","2007","","2009","007937000008","Instituto de Economia","","",0
5,"4","ATUAL","4","2006","","","007937000008","Instituto de Economia","007937002000","Centro de Estudos de Conjuntura",0
6,"21","ANTERIOR","","2010","","2011","066301000991","Instituto de Pesquisa Econômica Aplicada - DF - DF - BRA","","",1
7,"22","ATUAL","","2010","","","066301000991","Instituto de Pesquisa Econômica Aplicada - DF - DF - BRA","","",1
8,"20","ANTERIOR","","2010","","2010","066301000991","Instituto de Pesquisa Econômica Aplicada - DF - DF - BRA","","",1
