CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","Society for the Advancement of Socio-Economics 2009 Meeting","Paris","2009","Capitalism in Crisis, what´s next?","","","","","","","","","",0
"NACIONAL","40o Encontro Nacional em Economia da ANPEC","Porto de Galinhas","2012","Anais da ANPEC","1","1","1","1","2","","","","",1
"NACIONAL","XIV Encontro Nacional de Economia Política","São Paulo","2009","Anais do XIV Encontro Nacional de Economia Política","","","","","","","","","",2
