NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR
3,Universidade Estadual de Campinas,NULL,Música,CONCLUIDO,2004,2007,NAO,NULL,2007,A Voz na Canção Popular Brasileira - um estudo sobre a Vanguarda Paulista,José Roberto Zan
