NOME,TIPO_ENSINO,NOME_CURSO,NOME_INSTITUICAO,FLAG_PERIODO,MES_INICIO,ANO_INICIO,MES_FIM,ANO_FIM
Canto Popular,GRADUACAO,Música Popular,Universidade Estadual de Campinas,ATUAL,3,2002,NULL,NULL
Tópicos Especiais em Música: Hist. do Canto na Música Popular Brasileira,GRADUACAO,Música Popular,Universidade Estadual de Campinas,ATUAL,3,2002,NULL,NULL
