NIVEL,NOME_INSTITUICAO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,ANO_DE_OBTENCAO_DO_TITULO,FLAG_BOLSA,NOME_AGENCIA,STATUS_DO_ESTAGIO,STATUS_DO_CURSO,TITULO_DO_TRABALHO
5,Institut Nationale de Recherche en Informatique et Automatique,1989,1990,NULL,SIM,Conselho Nacional de Desenvolvimento Científico e Tecnológico,NULL,CONCLUIDO,NULL
