NOME_INSTITUICAO
Universidade Estadual de Campinas
Journal of Network and Systems Management
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS
Fundação de Amparo à Pesquisa do Estado de Minas Gerais
Fundação de Amparo à Pesquisa do Estado de São Paulo
