TITULO-DO-PERIODICO-OU-REVISTA,ISSN,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,LOCAL-DE-PUBLICACAO,ARTIGO-PUBLICADO_Id
"Linha Mestra (Associação de Leitura do Brasil)","19809026","VIII","","24","1290","1296","",0
"Revista Plural (Rio de Janeiro)","15163156","1","","1","59","68","",1
