PARTICIPACAO-EM-CONGRESSO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-EVENTOS-CONGRESSOS_Id
0,"268",0
1,"232",0
2,"191",0
3,"130",0
4,"93",0
5,"170",0
6,"230",0
7,"457",0
8,"168",0
9,"267",0
10,"45",0
11,"290",0
12,"17",0
13,"85",0
14,"287",0
15,"16",0
16,"277",0
17,"229",0
18,"37",0
19,"173",0
20,"44",0
21,"84",0
22,"284",0
