NOME-DO-EVENTO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,LOCAL-DO-EVENTO,CIDADE-DO-EVENTO,NOME-DO-EVENTO-INGLES,PARTICIPACAO-EM-OFICINA_Id
"Oficina Música para Ser, Sensibilização Musical através do Corpo da Voz e das Coisas","","","","Campinas","",0
