NATUREZA,TIPO,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-MESTRADO_Id
"Dissertação de mestrado","NAO_INFORMADO","A Educação Musical Aliada à Clínica Psicomotora e a Construção Simbólica no Trabalho com Pessoas com Transtorno do Espectro Autista (TEA)","2016","Brasil","Português","","","",0
"Dissertação de mestrado","NAO_INFORMADO","Dalcroze na busca pela Expressividade Musical no Canto","2015","Brasil","Português","","","",1
"Dissertação de mestrado","NAO_INFORMADO","- Conhecimentos pedagógico-musicais como requisitos fundamentais no protótipo de um software brasileiro para Educação Musical","2016","Brasil","Português","","","",2
"Dissertação de mestrado","NAO_INFORMADO","Os musicovigramas- enxergando através dos ouvidos e ouvindo através dos olhos","2016","Brasil","Português","","","",3
"Dissertação de mestrado","NAO_INFORMADO","O desenvolvimento da criança na primeira infância e o uso da música como ferramenta","2015","Brasil","Português","","","",4
