NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE,FLAG-RELEVANCIA,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,MUSICA_Id
"INTERPRETACAO","Composition Recital","1989","Estados Unidos","Inglês","IMPRESSO","","NAO","","NAO",0
"INTERPRETACAO","Piano Recital","1990","Estados Unidos","Inglês","IMPRESSO","","NAO","","NAO",1
"INTERPRETACAO","Piano Recital","1991","Estados Unidos","Inglês","IMPRESSO","","NAO","","NAO",2
"INTERPRETACAO","Concerto de Inverno da Orquestra Experimental da UFSCar","2008","Brasil","Português","OUTRO","","NAO","","NAO",3
"INTERPRETACAO","IV Encontro de Educação Musical da Unicamp","2011","Brasil","Português","OUTRO","","NAO","","NAO",4
"INTERPRETACAO","II Mostra Musical da Licenciatura em Música da Unicamp","2015","Brasil","Português","OUTRO","","NAO","","NAO",5
"INTERPRETACAO","Mostra Musical da Licenciatura em Música da Unicamp Mostra Musical da Licenciatura em Música da Unicamp","2015","Brasil","Português","IMPRESSO","","NAO","","NAO",6
