NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SIMPOSIO_Id
"Simpósio","","2010","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","SIM",0
"Simpósio","Pensando a Educação Musical, o espaço escolar e o professor de música","2010","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",1
"Simpósio","Atividades musicais para crianças com deficiências com enfoque terapêutico e pedagógico","2016","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",2
"Simpósio","Projeto Alfabetização Harmoniosa- parte 2","2011","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",3
"Simpósio","","2012","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","SIM",4
"Simpósio","","2012","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","SIM",5
"Simpósio","A aquisição de habilidades musicais: Caminhos para o desenvolvimento de crianças com deficiência","2016","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",6
