MESTRADO_Id,SEQUENCIA-FORMACAO,NIVEL,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,CODIGO-AREA-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,FLAG-BOLSA,CODIGO-AGENCIA-FINANCIADORA,NOME-AGENCIA,ANO-DE-OBTENCAO-DO-TITULO,TITULO-DA-DISSERTACAO-TESE,NOME-COMPLETO-DO-ORIENTADOR,TIPO-MESTRADO,NUMERO-ID-ORIENTADOR,CODIGO-CURSO-CAPES,TITULO-DA-DISSERTACAO-TESE-INGLES,NOME-CURSO-INGLES,NOME-DO-CO-ORIENTADOR,CODIGO-INSTITUICAO-DOUT,NOME-INSTITUICAO-DOUT,CODIGO-INSTITUICAO-OUTRA-DOUT,NOME-INSTITUICAO-OUTRA-DOUT,NOME-ORIENTADOR-DOUT,FORMACAO-ACADEMICA-TITULACAO_Id
0,"2","3","147600000004","Syracuse University","","","90000001","Master of Music","90000001","CONCLUIDO","1989","1991","SIM","002200000000","Conselho Nacional de Desenvolvimento Científico e Tecnológico","1991","Piano in Brazil","William Goodrum","","","","","","","","","","","",0
