NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,PARTICIPACAO-EM-BANCA-DE-GRADUACAO_Id
"Graduação","A tutoria no cursinho virtual preparatório para prova de aptidão em música","2007","Brasil","Português","","","",0
"Graduação","Musicalização através do folclore brasileiro","2007","Brasil","Português","","","",1
"Graduação","Musicalização para adultos","2007","Brasil","Português","","","",2
"Graduação","Objetos multimídia para o ensino de música online: desenvolvimento, aplicação e análise","2008","Brasil","Português","","","",3
"Graduação","Educação musical e educação a distância: produção de conteúdos e tutoria virtual","2008","Brasil","Português","","","",4
"Graduação","Musicalização de deficientes visuais através do canto coral","2008","Brasil","Português","","","",5
"Graduação","Recital Final de Graduação em Música, na modalidade Violão Erudito","2013","Brasil","Português","","","",6
