SEQUENCIA-HISTORICO,TIPO-DE-VINCULO,ENQUADRAMENTO-FUNCIONAL,CARGA-HORARIA-SEMANAL,FLAG-DEDICACAO-EXCLUSIVA,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,OUTRAS-INFORMACOES,FLAG-VINCULO-EMPREGATICIO,OUTRO-VINCULO-INFORMADO,OUTRO-ENQUADRAMENTO-FUNCIONAL-INFORMADO,OUTRO-ENQUADRAMENTO-FUNCIONAL-INFORMADO-INGLES,OUTRAS-INFORMACOES-INGLES,ATUACAO-PROFISSIONAL_Id
"2","LIVRE","LIVRE","10","NAO","08","2008","12","2008","","SIM","Estágio","Estágio Docente","","",0
"3","LIVRE","LIVRE","12","NAO","03","2009","07","2009","Disciplinas ministradas: Pedagogia e Didática Musical I e Estágio Pedagógico I","SIM","Estágio Docente","Estágio Docente","","",0
"4","LIVRE","LIVRE","12","NAO","08","2009","12","2009","Disciplinas: Pedagogia e Didática Musical I, Pedagogia e Didática Musical II e Estágio Supervisionado I e Estágio Supervisionado II","SIM","Estágio Docente","Estágio Docente","","",0
"5","LIVRE","LIVRE","4","NAO","08","1996","06","1997","","SIM","Estagiário","Estágio Docente","","",0
"6","SERVIDOR_PUBLICO","LIVRE","20","NAO","08","2010","08","2011","Professora das disciplinas "Pedagogia e Didática Musical I e II" e "Estágio Pedagógico I e II"","NAO","","Professor","","",0
"7","LIVRE","LIVRE","40","SIM","08","2011","01","2015","Na Graduação, ministra as disciplinas:
"Fundamentos Filosóficos da Arte-Educação"
"Pedagogia e Didática Musical I
"Pedagogia e Didática Musical II"
"Pedagogia e Didática Musical III"
"Pedagogia e Didática Musical IV"
"Estágio Pedagógico I" 
"Estágio Pedagógico II"
"Laboratório de Instrumentos Harmônicos"
"Introdução à Pesquisa"
"Tópicos Especiais em Música"
"Prática de Ensino I a IV"
"Instrumento Complementar I a IV"

Na pós-graduação, ministra as disciplinas:
MS108- "Tópicos Especiais em Educação Musical"- Desenvolvimento humano e aprendizagem musical
MS 108- "Tópicos Especiais em Educação Musical"- Aprendizagem musical e Deficiência","NAO","Estatutário","Professor doutor MS3","","",0
"8","LIVRE","LIVRE","40","SIM","01","2015","","","Ministra Disciplinas:
Pedagogia e Didática musical I, II, III e IV
Estágio Pedagógico I e II
Introdução à Pesquisa
Fundamentos Filosóficos da Arte Educação
Prática de Ensino I, II, III e IV
Instrumento I, II, III e IV
Instrumento Complementar I, II, III e IV
Laboratório de Instrumentos Harmônicos
Tópicos Especiais em Música MU054, MU055, MU056 e MU057
Tópicos Especiais em Música MP170, MP270, MP370 e MP470.","SIM","","Professor doutor MS3.2","","",0
"1","LIVRE","LIVRE","12","NAO","09","1989","05","1990","Ministra aulas de piano como instrumento complementar para alunos de graduação em música.","SIM","Teaching assistantship","estágio docente-professor assistente","","",1
"1","SERVIDOR_PUBLICO","LIVRE","40","NAO","09","2007","07","2008","","NAO","","Professor substituto","","",2
"2","COLABORADOR","LIVRE","10","NAO","03","2008","12","2011","Professor da UAB/UFSCar ministrando as disciplinas
"Educação a Distância para a Educação Musical I e II"
"Leitura e Prática da Educação Musical I e II"
"Teclado I e II"","SIM","","Professor colaborador","","",2
"1","LIVRE","LIVRE","","NAO","03","1999","08","2005","","SIM","Professora de piano","Professora de piano","","",3
"1","LIVRE","LIVRE","4","NAO","02","1996","11","1996","","SIM","Professora de música","Professora de música","","",4
"2","COLABORADOR","LIVRE","10","NAO","01","2006","12","2011","","SIM","","Vice-presidente da Mantenedora","","",4
"3","COLABORADOR","LIVRE","2","NAO","02","1999","12","2005","Acompanhamento ao piano do coral Aletheia","SIM","","pianista acompanhador","","",4
"1","PROFESSOR_VISITANTE","LIVRE","30","NAO","01","2009","01","2009","Ministrou a disciplina "Metodologias e Práticas da Educação Musical" para os cursos de pós-graduação Latu-sensu em Educação Musical e Regência Coral","NAO","","Professor colaborador","","",5
"2","PROFESSOR_VISITANTE","LIVRE","30","NAO","01","2010","01","2010","Ministra a disciplina "Tópicos em Educação Musical" no curso de pós-graduação latu-sensu do UNASP","SIM","","Professor colaborador","","",5
"3","LIVRE","LIVRE","30","NAO","01","2011","01","2011","Ministrou a disciplina "Metodologia e Prática do Ensino Musical" no curso de pós-graduação latu-sensu em Educação Musical do UNASP","SIM","Professor vistante","Professor colaborador","","",5
"1","LIVRE","LIVRE","6","NAO","02","2010","12","2010","Ministrou as disciplinas "Estágio supervisionado-externo" e "Estágio Supervisionado- elaboração de projetos I" no curso de Música-Licenciatura da Unimep.","NAO","Professor","Professor","","",6
