NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id
"Concurso público","Banca de Seleção de Professores do curso de Música:Licenciatura da Unimep","2010","Brasil","Português","","","",0
"Concurso público","Concurso para provimento de professor doutor","2012","Brasil","Português","","","",1
"Concurso público","Concurso para Professor Assistente A da UFSCar","2014","Brasil","Português","","","",2
