TEXTO-RESUMO-CV-RH,TEXTO-RESUMO-CV-RH-EN,DADOS-GERAIS_Id
"Possui graduação em Bacharelado em Música pela Universidade Federal do Rio de Janeiro (1987), mestrado em Master of Music pela Syracuse University/ E.U.A. (1991) e doutorado em Música pela Unicamp (2010). É professora do curso de Licenciatura em Música e colaboradora do Programa de Pós-graduação em Música da Unicamp desde 2010. Atuou como professora de piano, pianista de grupo coral, camerista e professora de música em escola particular de educação básica. A partir de 2007, passou a dedicar-se mais ao Ensino Superior. Tem experiência na área de Artes, com ênfase em Pedagogia e Didática Musical, Orientação de Estágio Supervisionado e Pedagogia Pianística, atuando principalmente nos seguintes temas: Educação Musical, Formação de Professores, Arte-educação, Educação musical inclusiva e Tecnologias no Ensino Musical.","bachelor's at Bacharelado em Música from Universidade Federal do Rio de Janeiro (1987), master's at Master of Music from Syracuse University (1991) and doctorate at Arts from Universidade Estadual de Campinas (2010). He is currently full professor at Centro Universitário Adventista de São Paulo. Has experience in Arts, focusing on Music, acting on the following subjects: educação musical, formação do educador musical, educação musical nas escolas, tecnologias na educação and vivências musicais.",0
