TEXTO-RESUMO-CV-RH,TEXTO-RESUMO-CV-RH-EN,DADOS-GERAIS_Id
"Sandro Rigo received his Ph.D. in computer science from University of Campinas (UNICAMP), Brazil, in 2004. He currently works as an Associate Professor in the Institute of Computing at UNICAMP. Prof Rigo was the chair of the BSC program in Computer science from 2009 to 2011. He co-received the best paper award in the Symposium on
Computer Architecture and High-Performance Computing (SBAC-PAD) for his work on the ArchC Architecture Description Language. His current research interests are on several aspects of code
generation and optimization, like performance, security, and energy consumption; Electronic System Level simulation and verification
methodologies, and energy efficiency in computer systems.","Sandro Rigo received his Ph.D. in computer science from University of Campinas (UNICAMP), Brazil, in 2004. He currently works as an Associate Professor in the Institute of Computing at UNICAMP. Prof Rigo was the chair of the BSC program in Computer science from 2009 to 2011. He co-received the best paper award in the Symposium on
Computer Architecture and High-Performance Computing (SBAC-PAD) for his work on the ArchC Architecture Description Language. His current research interests are on several aspects of code
generation and optimization, like performance, security, and energy consumption; Electronic System Level simulation and verification
methodologies, and energy efficiency in computer systems.",0
