FINALIDADE,PLATAFORMA,AMBIENTE,DISPONIBILIDADE,INSTITUICAO-FINANCIADORA,FINALIDADE-INGLES,SOFTWARE_Id
"Geração de ferramentas de software a partir de uma descrição alto nível de uma arquitetura","Linux","","IRRESTRITA","","",0
