NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",0
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","",1
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Compiladores e Linguagens de Programação",2
"CIENCIAS_EXATAS_E_DA_TERRA","","","",3
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Compiladores e Linguagens de Programação",4
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",5
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",6
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",7
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",8
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",9
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",10
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",11
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Software Básico",12
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",13
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","",14
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",15
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",16
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",17
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",18
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Compiladores e Linguagens de Programação",19
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Compiladores e Linguagens de Programação",20
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","",21
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",22
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","",23
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","",24
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","",25
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","",26
"CIENCIAS_EXATAS_E_DA_TERRA","","","",27
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","",28
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","",29
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",30
"CIENCIAS_EXATAS_E_DA_TERRA","","Sistemas de Computação","Arquitetura de Sistemas de Computação",31
