SETOR-DE-ATIVIDADE-1,SETOR-DE-ATIVIDADE-2,SETOR-DE-ATIVIDADE-3,TRABALHO-EM-EVENTOS_Id
"Atividades dos serviços de tecnologia da informação","","",31
