ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"1","",0
1,"42","",0
2,"55","",0
3,"125","",0
4,"126","",0
5,"141","",0
6,"147","",0
7,"148","",0
8,"151","",0
9,"24","",0
