NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRAS-PARTICIPACOES-EM-EVENTOS-CONGRESSOS_Id
"Outra","XIV SEMAC - Semana da Computação - Mini-curso: ArchC: Uma Linguagem de Descrição de Arquiteturas","2003","Brasil","","NAO_INFORMADO","http://semac.ibilce.unesp.br/","NAO","Apresentação Oral","Participante","","","NAO",0
