SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,ATIVIDADE-REALIZADA,NOME-UNIDADE,OUTRAS-ATIVIDADES-TECNICO-CIENTIFICA_Id
"1","ANTERIOR","7","2004","7","2004","321600000003","Sociedade Brasileira de Computação - Porto Alegre","","ministrou aulas no Curso de Introdução a Programação de Computadores, realizado no IC-UNICAMP, de 13 a 18 de Julho de 2004, com duração de 35 horas, na VI Olimpíada Brasileira de Informática (OBI2004)","Sociedade Brasileira de Computação - Porto Alegre",0
