NOME-DO-PREMIO-OU-TITULO,NOME-DA-ENTIDADE-PROMOTORA,ANO-DA-PREMIACAO,NOME-DO-PREMIO-OU-TITULO-INGLES,PREMIOS-TITULOS_Id
"Julio Salek Aude Award (Best Paper)","16th Symposium on Computer Architecture and High Performance Computing (SBAC-PAD'04)","2004","",0
"2a. Olimpíada Universitária de Projeto de Hardware","Altera - Pi Componentes","2005","",0
"Prêmio George Cox de Melhor Artigo Completo","Simpósio Brasileiro de Segurança de Computadores (SBSEG) 2016","2016","",0
"Prêmio de Melhor Artigo","WSCAD-SSC 2012 - Workshop em Sistemas Computacionais de Alto Desempenho","2012","",0
