NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SIMPOSIO_Id
"Simpósio","","2002","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",0
"Simpósio","","2005","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",1
