NOME-DO-EVENTO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,LOCAL-DO-EVENTO,CIDADE-DO-EVENTO,NOME-DO-EVENTO-INGLES,PARTICIPACAO-EM-SIMPOSIO_Id
"SBCCI 2002 -15th SYMPOSIUM ON INTEGRATED CIRCUITS AND SYSTEM DESIGN","","","","Canela","",0
"18th Symposium on Integrated Circuits and Systems Design","","","","Florianópolis","",1
