NIVEL-DO-CURSO,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id
"OUTRA","Construção de Modelos de Processadores Usando uma Linguagem de Descrição de Arquiteturas","2005","Brasil","Português","IMPRESSO","","NAO","","","NAO",0
"OUTRA","Introdução ao System-Level Design","2006","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",1
"OUTRA","Memórias Transacionais: Uma Nova Alternativa para a Programação Concorrente","2007","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",2
