NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id
"Tese de doutorado","Metodologias de Suporte a Verificação e Análise de Modelos de Plataformas em Alto Nível de Abstração","2011","Brasil","Português","","NAO","","",0
"Tese de doutorado","Modelagem, Caracterização e Otimização de Potência em Centros de Dados","2013","Brasil","Português","","NAO","","",1
