SEQUENCIA-FORMACAO,NIVEL,CARGA-HORARIA,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,NOME-CURSO-INGLES,FORMACAO-COMPLEMENTAR_Id
"6","F","6","000100000991","Associação para Promoção da Excelência do Software Brasileiro","","","90000005","Gerência de Portifólio","CONCLUIDO","2009","2009","",0
"2","F","6","000100000991","Associação para Promoção da Excelência do Software Brasileiro","","","90000001","Introdução ao MPS.BR","CONCLUIDO","2005","2005","",0
"5","F","24","000100000991","Associação para Promoção da Excelência do Software Brasileiro","","","90000003","Implementadores MR MPS - MPS.Br","CONCLUIDO","2007","2007","",0
