CODIGO-CURSO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,NIVEL-CURSO,INFORMACOES-ADICIONAIS-CURSOS_Id
"31000045","","","020200000009","Universidade Federal do Rio de Janeiro","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","","","MESTRADO_DOUTORADO",0
"60024844","","","004400000000","Universidade Federal do Pará","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","","","MESTRADO",0
"60077964","","","004400000000","Universidade Federal do Pará","OUTROS","","","","GRADUACAO",0
"60150157","","","020200000009","Universidade Federal do Rio de Janeiro","OUTROS","","","","GRADUACAO",0
"60264934","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","GRADUACAO",0
"60311479","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","GRADUACAO",0
"60341572","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","GRADUACAO",0
"90000000","","","004400000000","Universidade Federal do Pará","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","","","GRADUACAO",0
"90000001","","","000100000991","Associação para Promoção da Excelência do Software Brasileiro","OUTROS","","","","CURSO_DE_CURTA_DURACAO",0
"90000002","","","000200000993","Yázigi Internexus","OUTROS","","","","OT",0
"90000003","","","000100000991","Associação para Promoção da Excelência do Software Brasileiro","OUTROS","","","","CURSO_DE_CURTA_DURACAO",0
"90000004","","","000100000991","Associação para Promoção da Excelência do Software Brasileiro","OUTROS","","","","OT",0
"90000005","","","000100000991","Associação para Promoção da Excelência do Software Brasileiro","OUTROS","","","","CURSO_DE_CURTA_DURACAO",0
"90000006","","","004400000000","Universidade Federal do Pará","OUTROS","","","","MESTRADO",0
"90000007","","","020200000009","Universidade Federal do Rio de Janeiro","OUTROS","","","","DOUTORADO",0
"90000008","","","004400000000","Universidade Federal do Pará","OUTROS","","","","APERFEICOAMENTO",0
