SEQUENCIA-ESPECIFICACAO,DISCIPLINA_Text,ENSINO_Id
"1","Estimativas de Software (30h)",0
"1","Engenharia de Software",1
"1","Engenharia de Software Experimental I - Estudos Primários",2
"2","Engenharia de Software Experimental II - Estudos Secundários",2
"1","Engenharia de Software Orientada a Objetos",3
"1","MC861 - Projeto em Computação II",4
