NATUREZA,TITULO,ANO,PAIS,IDIOMA,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,APRESENTACAO-DE-TRABALHO_Id
"CONFERENCIA","Evolução do Ambiente WebAPSEE: Aspectos de Projeto e Implementação","2007","Brasil","Português","NAO","","","NAO",0
"CONFERENCIA","Engenharia de Software Contínua","2016","Brasil","Português","NAO","","","SIM",1
"SEMINARIO","Desenvolvimento x Operações: Impactos na criação e entrega de software","2015","Brasil","Português","NAO","","","SIM",2
