TITULO-DO-PERIODICO-OU-REVISTA,ISSN,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,LOCAL-DE-PUBLICACAO,ARTIGO-PUBLICADO_Id
"CLEI Electronic Journal","07175000","16","","1","8","","",0
"CLEI Electronic Journal","07175000","18","","1","4","","",1
"Information and Software Technology","09505849","68","","","45","61","",2
"Empirical Software Engineering","13823256","21","","3","1302","1345","",3
