NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRAS-PARTICIPACOES-EM-EVENTOS-CONGRESSOS_Id
"Outra","","2011","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",0
"Outra","Lições Aprendidas no Processo de Manutenção do Ambiente WebAPSEE","2007","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",1
"Outra","","2006","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",2
"Outra","Are We Prepared for Simulation Based Studies in Software Engineering yet?","2012","Argentina","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","Are We Prepared for Simulation Based Studies in Software Engineering yet?","NAO",3
