FINALIDADE,PLATAFORMA,AMBIENTE,DISPONIBILIDADE,INSTITUICAO-FINANCIADORA,FINALIDADE-INGLES,SOFTWARE_Id
"Gerência Flexível de Processo de Software","Java","Ferramentas de suporte ao desenvolv. de sistemas","NAO_INFORMADO","FINEP","",0
