SEQUENCIA-AREA-DE-ATUACAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DE-ATUACAO_Id
"1","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","Engenharia de Software Experimental",0
"2","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Engenharia de Software Contínua","",0
"3","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Simulação Computacional","",0
"4","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Arquitetura de Sistemas de Software","",0
"5","CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Engenharia de Software","",0
