NOME-DO-PREMIO-OU-TITULO,NOME-DA-ENTIDADE-PROMOTORA,ANO-DA-PREMIACAO,NOME-DO-PREMIO-OU-TITULO-INGLES,PREMIOS-TITULOS_Id
"Honorable Mention","Maratona de Programação - International Collegiate Progamming Contest by Baylor University.","2005","",0
"2º Lugar Prêmio Dorgival Brandão júnior de Qualidade e Produtividade em Software","Ministério de Ciência e Tecnologia","2006","",0
"Best Paper Award - XVIII IberoAmerican Conference on Software Engineering (CIbSE/ESELAW)","Universidad Ricardo Palma - Lima, Peru","2015","",0
"Best Paper Nominee - XVII Ibero-American Conference on Software Engineering (CIbSE/ESELAW)","Universidad de La Frontera, Temuco, Chile","2014","",0
