NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SEMINARIO_Id
"Seminário","Projeto e Implementação de Mecanismo de Execução de Processos de Software do Ambiente WebProcessServices","2005","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",0
"Seminário","Uma Ferramenta Inteligente para Simulação de Processo de Software Baseada na Extração de Conhecimento de","2006","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",1
