NOME-DO-EVENTO,INSTITUICAO-PROMOTORA,LOCAL-DA-APRESENTACAO,CIDADE-DA-APRESENTACAO,NOME-DO-EVENTO-INGLES,APRESENTACAO-DE-TRABALHO_Id
"V Fórum Paraense de Software Livre","Associação de Usuários de Sistemas Livres e Abertos","Pará - Brasil","Belém","",0
"Rio Info","Riosoft","Centro de Convenções Sulamérica","Rio de Janeiro","",1
"Rio Info 2015","ASSESPRO, TIRIO e RIOSOFT","Hotel Royal Tulip, São Conrado","Rio de Janeiro - RJ","",2
