NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-INICIACAO-CIENTIFICA_Id
"Iniciação Científica","Utilizando Métricas para Observação do Decaimento Arquitetural na Evolução Contínua do Software","2017","Brasil","Português","","","",0
