ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"34","",0
1,"36","",0
2,"41","",0
3,"39","",0
